id,idx,name,mass,nametype,recclass,reclat,reclong,year,fall,googleCount,bingCount,youtubeCount,twitterCount,flickrCount,text
459,47351,"Kavarpura",6800,"Valid","Iron, IIE-an",25.14333,75.81332999999999,2006,"Fell",246,0,0,0,0,"
Kavarpura                 25°8’36’’N 75°48’48’’E 
Kavarpura, near Rawatbhata village, Rajasthan, India 
Fall: 29 August 2006; 13:37 h Indian Standard Time (IST) 
Iron meteorite (IIE-Anom.) 
History: Two shepherds witnessed the fall of a single piece (6.8 kg) in bright day light, and reported to the local police. It is an iron mass with regmaglyphs on the surface. A cut piece of ~20 g has been given to PRL, Ahmedabad for analysis. 
Physical and chemical characteristics (Z. G. Ghevaria, GSI, Gandhinagar, Gujarat, India, and S. V. S. Murty, PRL, Ahmedabad, India): Polished and etched surface shows Widmanstätten pattern with fine kamacite bandwidths. Optical microscopic observation revealed inclusions ranging in size from few tens of microns to few hundred micrometers across on the polished surface. Qualitative EPMA studies show that some of the inclusions are C rich and some are rich in Si, Cr and P, in addition to Fe, Ni. Preliminary data on siderophiles (Ni 9.5%, Co 0.39%, Ir 1.6 ppm, Ga 6.8 ppm and Ge 5.8 ppm) by ICP-MS and the presence of non-metallic inclusions suggest that Kavarpura can be classified as IIE-Anom. A very interesting feature of this meteorite is the presence of solar noble gases. 
Classification: Iron meteorite (IIE-Anom.) 
Type specimen: ~10 g piece in PRL, Ahmedabad; the main mass is with GSI, Calcutta. "
460,12268,"Kayakent",85000,"Valid","Iron, IIIAB",39.26333,31.78,1961,"Fell",6,0,0,0,0,"FALL OF KAYAKENT IRON METEORITE, TURKEY
Name: KAYAKENT.
The place of fall or discovery: Near the village of Kayakent, Turkey; φ = 39°15.8'N, λ = 31°46.8'E.
Date of fall or discovery: FALL, April 1961; obtained April 20, 1967. 
Class and type: IRON.
Number of individual specimens: 1.
Total weight: 85 kg.
Circumstances of the fall or discovery: The meteorite was brought to Department of Astronomy of Ege University (Izmir, Turkey).
Source: Report of Prof. A. Kizilirmak (Izmir, Turkey) in a letter, IV.25 1967.
"
461,12270,"Kediri",3300,"Valid","L4",-7.75,112.01667,1940,"Fell",174,2,0,0,0,"FALL OF THE KEDIRI, JAVA, STONY METEORITE
Name: KEDIRI
Place of fall: On the Soemboer Wadoek rubber plantation, about 10 km south of the town of Kediri, eastern Java, Indonesia. 7°45'S,112°01'E (Kediri).
Date of fall: Probably 1940.
Class and type: Stone. Chondrite.
Number of individual specimens: More than 70.
Total weight: Not known.
Circumstances of fall: Eyewitness accounts relate that a swarm of meteorites, travelling from north to south, fell in the Soemboer Wadoek rubber plantation around 1940;
the workers on the estate collected 70 pieces of different sizes.
Source: Dr. Carleton B. Moore, Center for Meteorite Studies, Arizona State University, Tempe, Arizona.
"
462,53654,"Kemer",5760,"Valid","L4",36.54194,29.41822,2008,"Fell",1015,0,0,0,0,"Kemer        36°32'31""N, 29°25'05.6""E
Mugla, TurkeyFell: March 3, 2008
Classification: Ordinary chondrite (L4)
History: Sonic booms were heard between 11 am and noon local time south of Kemer Town, Fethiye County, Mugla. A young woman, Mrs Rabia Saadet, was hanging out her washing when she was startled by a loud booming sound. A stone fell about 50 m away in her wheat field by her house. Panicked, she hid in her home. Later she went back to the field and discovered a black stone buried about 25 cm. Her father called the village chief, ""muhtar"", who called the local police. Another rock was found 500 m away and both were taken to Fethiye Governor’s Office. Mesut Kasikci, a meteorite hunter living in France called the muhtar and informed Prof. Mehmet Emin Özel, an astrophysicist at CanaU, Physics Department, of the fall. Prof. Özel and Tamer Akin, his assistant, went to Fethiye and acquired the stones from the Governor. A third piece was found ten days later.
Physical characteristics: Three fusion crusted stones were found: Stone 1, 4 × 11 × 7.5 cm, 2.56 kg; Stone 2, 1.7 kg, 36°32'39.9""N, 29°24'49.9""E; and Stone 3, 1.5 kg - 36°32'35.4""N 29°24'20""E).
Petrography: Matrix poor, chondrule rich. Chondrules of variable sizes and textures, some slightly deformed. Occurrence of rare relict olivines, chromites, two phosphates: chlorapatite and whitlockite up to 300 μm. An idiomorphic Zr oxide was observed in an ilmenite crystal from a chondrule. Amoeboid objects containing diopside, chromite and feldspar. Polycrystalline sulfides, healed faults and maskelynite.
Geochemistry: EMPA of crystals indicate a more homogeneous composition for the olivine (Fa23-25 average 24, sd=1) than for the pyroxene (average Fs19, sd=4).
Classification: Ordinary chondrite (L4)
Specimens: A sample of 157.2 g from the first stone, a PTS and a thick PS are on deposit at the MNHNP. Mr Kasikçi holds the main mass. The second (1.7 kg) and the third (1.5 kg) stones are kept by Prof. Özel now at CagU.
"
463,12275,"Kendleton",6937,"Valid","L4",29.45,-96,1939,"Fell",2940,9,0,1,0,""
464,12276,"Kendrapara",6669.2,"Valid","H4-5",20.4625,86.70278,2003,"Fell",272,5,0,0,0,"Kendrapara
Kendrapara, Orissa, India
Fell 2003
September 27 1830 IST
Ordinary
Chondrite (H4-5)
A brilliant fireball with intense
greenish hue appeared in the  northern sky and progressed towards southern
horizon and was  observed by a large number of people in the southern part of
the  state of West Bengal and coastal Orissa. The event led to a  multiple fall
along the coastal Orissa. Three pieces of meteorite  were retrieved by the
Geological Survey of India (GSI) from  Subarnapur village (20° 32' 22'' N: 86°
42' E), East Suniti  village (20° 27' 30'' N: 86° 43' 15'' E) and West Suniti
village  (20° 27' 45'' N: 86° 42' 10'' E) in the Kendrapada district of 
Orissa; the weights of the recovered fragments are 490.2 g, 719 g  and 5460 g,
respectively. The meteorite samples are dark on unbroken  surface and light
colored on broken surface where metals are  readily visible. Rusting is
conspicuous on the broken surface and may be attributed to the wet
environment of fall. The main mass of  the meteorite has incomplete tabular
polyhedral shape. Thin section  study (B. K. Chattopadhyay and A.P.Thapliyal, GSI)
shows Kendrapada  meteorite is essentially composed of olivine, pyroxene,
abundant  Fe-Ni metal, troilite and rare feldspar. Chondrules of varying  shape
and sizes and texture are present but are few in number and  range in size from
0.15 mm to 0.5 mm. Fa content in olivine varies  between 18.2 and 19.6 (n = 22)
with an average Fa content of 18.8.   Fs content in  Opx varies from 14.4 to
17.4 (n = 17) with an average of 16.4.   The matrix is fine-grained and
moderately recrystallized. Shock stage is S2. Specimens: type specimen 6 kg,
Geological Survey of India, Calcutta ; some fragments are with Government of
Orissa, Bhubaneswar, India.
"
465,12282,"Kerilis",5000,"Valid","H5",48.4,-3.3,1874,"Fell",39,0,0,0,0,""
466,12284,"Kernouve",80000,"Valid","H6",48.11667,-3.08333,1869,"Fell",219,12,0,0,0,""
467,12286,"Kesen",135000,"Valid","H4",38.98333,141.61667,1850,"Fell",1110,24,0,0,1,""
468,12288,"Khairpur",13600,"Valid","EL6",29.53333,72.3,1873,"Fell",128,9,0,1,0,""
469,12289,"Khanpur",3698,"Valid","LL5",25.55,83.11667,1932,"Fell",3,0,0,0,0,""
470,12291,"Kharkov",1500,"Valid","L6",50.625,35.075,1787,"Fell",7,0,0,1,0,""
471,12294,"Kheragur",450,"Valid","L6",26.95,77.88333,1860,"Fell",4,0,0,0,0,""
472,12296,"Khetri",100,"Valid","H6",28.01667,75.81667,1867,"Fell",4,0,0,0,0,""
473,12297,"Khmelevka",6109,"Valid","L5",56.75,75.33333,1929,"Fell",6,0,0,0,0,""
474,12298,"Khohar",9700,"Valid","L3.6",25.1,81.53333000000001,1910,"Fell",49,3,0,0,0,""
475,12299,"Khor Temiki",3200,"Valid","Aubrite",16,36,1932,"Fell",1060,5,0,0,0,""
476,12300,"Kidairat",100000,"Valid","H6",14,28,1983,"Fell",6,0,0,0,0,"Kidairat
Northern Kardofan Province, Sudan 
Fell in January 1983, at night
Stone. 
Ordinary chondrite (H4)
Two stones, 60 and 40 kg, were found by a geological field
trip in 1986 near Kidairat (20 km SE of Umm Badr, WSW of Khartoum); they are
said to have fallen in 1983. Olivine Fa19, analyst M. Bonardi, classification
R. K. Herd, both Geological Survey of Canada, 601 Booth Street, Ottawa K1A OE8,
Ontario, Canada. Source: R. K. Herd, GSC, Ottawa, and A. Ibrahim, A. A. Sadig,
and A. Gumaa, Department of Geology, University of Khartoum, Khartoum, Sudan. The main mass of the 40-kg piece is at the Geology Department, University of Khartoum; the 60-kg piece remains in Kidairat.
"
477,12301,"Kiel",737.6,"Valid","L6",54.4,10.15,1962,"Fell",8,0,0,1,0,"FALL OF KIEL STONY METEORITE, WEST GERMANY 
Name KIEL.
The place
of fall or discovery: Kiel, West Germany: φ = 54°241 N; λ = 10°9'E.

Date of
fall or discovery: FALL, April 26, 1962; 12h45m UT approximately.
Class and
type: STONY, olivine-hypersthene chondrite. 
Number of
individual specimens: 1.
Total
weight: 737.6 gr.
Circumstances
of the fall or discovery: The meteorite hit the roof of a house and made a
hole about 10 x 10 cm. The tenant of the house, Mr. Eschmat, heard the
noise. On the next day he found the stone in the attic. Prof. C. Hoffmeister
points out that there were no observations whatever of the fireball or acoustic
pheno­mena, which is very strange. He further points out that in the case of
the Ramsdorf meteorite, July 26, 1958 (see the Meteoritical Bulletin,. No. 13,
1959), the optical and acoustic phenomena were insignifi­cant.
Source:
Report of Prof. C. Hoffmeister (Sonneberg, GDR) in a letter, VII.23.1963.
"
478,12303,"Kiffa",1500,"Valid","H5",16.58333,-11.33333,1970,"Fell",68,11,0,0,0,"FALL OF THE KIFFA, MAURITANIA, STONY METEORITE
Name: KIFFA
Place of fall: 8 km southwest of Kiffa, Mauritania.
16°
35'N, 11° 20'W.
Date of fall: October 23, 1970, 1455 GMT.
Class and type: Stony. Olivine-bronzite chondrite.
Number of individual specimens: 1, fragmented
Total weight: Less than 2 kg
Circumstances of fall: Loud explosions and a white cloud in the sky accompanied the fall of the meteorite. It made a hole less tha 20 cm in fine sand. Plants near and in the hole were not scorched. Many pieces weighing less than a total of 1.5 kg were recovered. The meteorite was discovered by a child at 10:00 a.m. local time (also GMT) on October 24, 1970. Shortly afterward the Prefect of Kiffa investigated the impact area and took possession of the meteorite. On October 31, 1970, the Director of Mines, Ishaq Ould Ragel, accompanied by the Director of the Geological Service, M. Henri Gruenwald, and another geologist carried out an on-the-spot investigation. Most of the recovered meteorite material is being held by M. Gruenwald.
Sources: Report received from M. Henri Gruenwald Chef de Service Geologue, Direction des Mines et la Geologue, Ministere de 1'Industrialisation et des Mines, Nouakchott, Mauritania. Information circulated by the Smithsonian Institution Center for Short-Lived Phenomena, Cambridge, Massachusetts (Event number 7-71, circulated on cards number 1092 of January 18, 1971 and 1114 of February 4, 1971).
"
479,12305,"Kijima (1906)",331,"Valid","Stone-uncl",36.85,138.38333,1906,"Fell",0,0,0,0,0,""
480,12306,"Kikino",195,"Valid","H6",55,34,1809,"Fell",130,2,1,0,0,""
481,12307,"Kilabo",19000,"Valid","LL6",12.76667,9.800000000000001,2002,"Fell",82,2,0,0,0,"Kilabo
Nigeria

Fell
2002 July 21, 19:30 hrs local time 


Ordinary chondrite
(LL6) Mr. Mallam Yahava Muhammad of Hadejia, Nigeria, observed a brilliant
fireball moving south to north. Two loud detonations were heard several minutes
later. Mr. Mallam Audu and several neighbours in Kilabo heard the stone fall
and later recovered it. The meteorite was found in the crater measuring 35 cm
wide by 20 cm deep in sandy soil. The meteorite had fragmented on impact into
many pieces, the largest of which was 2.2 kg. A total weight of ~19 kg was
recovered. Stones were recovered in five villages in the region, with the
largest piece in Kilabo. Classification (P. Sipiera, Harper; M.
Zolensky, JSC): olivine, Fa31.1, CaO <0.09, predominantly <0.05.
Low Ca-pyroxene, Fs27.1 PMD = 0.02. Abundant coarse-grained plagioclase, mainly
An84Or5, ranges from An61Or25 to An86Or3. Coarse-grained diopside and troilite
are abundant; pentlandite is a minor phase. The meteorite is brecciated, with
thick black shock veins present. Shock stage is S3, weathering grade is W0.
Specimens: type specimen, 30 g, PSF; main mass Mr Avraham Wysznski,
SIMAT USA Inc., New York, NY, USA. 
"
482,12308,"Kilbourn",772,"Valid","H5",43.58333,-89.59999999999999,1911,"Fell",137,2,0,0,1,""
483,12309,"Killeter",140,"Valid","H6",54.66667,-7.66667,1844,"Fell",8,0,0,1,0,""
484,12316,"Kingai",67.40000000000001,"Valid","H6",11.63333,24.68333,1967,"Fell",2,0,0,0,0,"
FALL OF KINGAI STONY METEORITE, SUDAN
Name: KINGAI
The place of fall or discovery: Kingai village, Darfur Province, Sudan; φ = 11°38' N, λ =24°41' E.
Date of fall or discovery: FALL, November 7, 1967; 14 hrs. 
Class and type: STONY.
Number of individual specimens: 1.
Total weight: The sample which apparently fell as one piece, was reported to have weighed about one pound (450 g) and was apparently destroyed by the local people; only a fragment weighing 67.4 g could be procured.
Circumstances of the fall or discovery: At the time of the fall, people were reported to have heard a thundering sound and then an explosion. The sample is in custody of the Geological Survey, Khartoum, Sudan.
Source: Report of Dr. A. Widatalla (Khartoum, Sudan) in a letter, II 4, 1968."
485,12321,"Kirbyville",97.7,"Valid","Eucrite-mmict",30.75,-95.95,1906,"Fell",8,0,0,1,0,""
486,12325,"Kisvarsány",1550,"Valid","L6",48.16667,22.30833,1914,"Fell",7,2,0,0,0,""
487,12326,"Kitchener",202.6,"Valid","L6",43.38333,-80.38333,1998,"Fell",113,1,0,0,0,"Kitchener 
Ontario , Canada 
Fell 1998 July 12, 08:30 (edt ) 
Ordinary chondrite (L6) 
An
approximately spherical meteorite weighing 202.6 g was heard to fall by a
golfer at the sixth tee of the Doon Valley golf course in the city of Kitchener.  The single, completely crusted stone was immediately recovered.
Classification and mineralogy (G. Wilson, UTor):  olivine, Fa25.8;
pyroxene, Fs21.4; shock stage, S2; kamacite contains 0.95 wt% Co;
fusion crust averages 0.4 mm thick.  Main mass, GSC.  
"
488,12332,"Klein-Wenden",3250,"Valid","H6",51.6,10.8,1843,"Fell",2,0,0,0,0,""
489,12335,"Knyahinya",500000,"Valid","L/LL5",48.9,22.4,1866,"Fell",485,10,0,0,1,""
490,12336,"Kobe",136,"Valid","CK4",34.73333,135.16667,1999,"Fell",1480,10,0,0,0,"Kobe  
Tsukushigaoka, Kita-ku, Kobe, Japan 
Fell 1999 September 26, 20:21 h (local time) 
Carbonaceous chondrite (CK4) 
A
fireball was widely observed in the western prefectures of Kobe City.  Shortly after a detonation was heard, one stone was recovered in Tsukushigaoka,
Kita-ku, in the northern part of the city.  It broke into 20 pieces after
penetrating the roof of the house of Ryoichi Hirata; much of the material ended
up on a bed.  The total mass is 136 g, with the largest pieces weighing 64.9,
32.9, and 13.6 g.  Classification and mineralogy (N. Nakamura and K. Tomeoka, UKobe ;
H. Kojima, NIPR):  olivine, Fa31.4 (range Fa30.0–32.0,
N = 5 4); pyroxene, Fs25.8 (range Fs24.7–26.6, N =
14); plagioclase, An57.2 (range An50.2–67.3); contains
magnetite with 0.5–2.1 wt% Al, 3.2–5.2 wt% Cr; chondrules are distinct, 0.2 to
2 mm in diameter; a few white inclusion-like objects appear on the broken
surface of the largest stone.  Specimens:
type specimen, 0.9 g (from which two thin sections were produced), NIPR;
two pieces, 17 g, on loan from finder to N. Nakamura, UKobe, for
consortium studies; remainder with finder.  
"
491,12342,"Kokubunji",11510,"Valid","L6",34.3,133.95,1986,"Fell",66,5,0,0,0,"FALL OF
THE KOKUBUNJI, JAPAN, STONY METEORITE
Name: KOKUBUNJI
Place of
fall: Kokubunji-cho, Ayauta-gun, Kagawa
prefecture, Shikoku, Japan. 
 34°18'N.,
133°57'24'E.
Date of fall: July
29, 1986, 1900 hrs.
Class and
type: Stone. Olivine-hypersthene chondrite (L6). 
Number of
individual
 specimens: 11
Total weight: 10.95
kg
Circumstances
of fall: A fireball was observed over eastern Shikoko island
travelling from SE. to NW After detonations, many stones fell, the largest
weighing about 10 kg, in the northern part of Kagawa prefecture. Many of them
struck tiled roofs or paved roads. The size of the strewn-field is 7 x 2 km.
Source: S.
Murayama, National Science Museum, Ueno Park, Tokyo 110, Japan.
"
492,12343,"Komagome",238,"Valid","Iron",35.73333,139.75,1926,"Fell",5,0,0,1,0,""
493,12344,"Konovo",90,"Valid","LL5",42.51667,26.16667,1931,"Fell",4,0,0,0,0,"Konovo, updated information provided by J. Gattacceca, CEREGE and V. Dekov, USof.Konovo        42°32’N,  26°10’E
Burgas, BulgariaFell: 1931 May 26 
Classification: Ordinary chondrite
History: The fall was accompanied by light and sonic effects and smoke trace in the sky. The meteorite trajectory was from east to west. The witnesses heard two echoing shocks. The fall took place at 2:03 am. A single stone was found in the backyard of Mr. Panayot Sevkov in Konevo village. It was broken into several pieces. The main piece came to the Mineralogy Museum of the University of Sofia through E. Koen. 
Physical characteristics: A single stone of about 90 g was found.
Petrography: (J. Gattacceca, CEREGE) Chondritic texture with diffuse chondrule boundaries.
Geochemistry: Mineral compositions and chemistry: Olivine Fa 28.4±0.2 (n=5), Orthopyroxene Fs 23.5±0.2, Wo 1.7±0.1 (n=5).
Classification: LL5, W0
Specimens: 1.47 g at USof. One polished section at CEREGE. This is the only material remaining from the original sample. The fate of the other pieces is unknown.
"
494,53810,"Košice",4300,"Valid","H5",48.76367,21.17633,2010,"Fell",1640,3,1,0,0,"Košice        48°45.82’N, 21°10.58’E
Kosice Region, SlovakiaFell: 2010 Feb 28,  22:24:46 UT
Classification: Ordinary chondrite (H5)
History: On February 28, 2010, at 22:24:46 UT a bright fireball appeared over central-eastern Slovakia. The cloudy and rainy weather prevented images been taken by the European Fireball Network or the Slovak Video Network. However, the fireball flash was recorded at six Czech and one Austrian fireball stations (P. Spurny, CzAS). The bolide reached at least -18 maximum brightness. Sonic booms were recorded at seven seismic stations in Slovakia, Hungary, and Poland (P. Kalenda, CzASO). The fall area was computed on the basis of two records of the surveillance cameras operating in Hungary (A. Igaz, HAA) by J. Borovicka (CzAS). The first meteorite (27.2 g) was found March 20 by J. Toth (CUB) to the northwest of the city of Košice (eastern Slovakia). Pieces were found by teams led by the Faculty of the Mathematics, Physics and Informatics, CUB and SAS. The largest stone weighs 2.2 kg. The finders include Juraj Toth, Diana Buzova, Marek Husarik, Tereza Krejcova, Jan Svoren, Julo Koza, David Capek, Pavel Spurny, Stanislav Kaniansky, Eva Schunova Marcel Skreka, Dusan Tomko, Pavol Zigo, Miroslav Seben, Jiri Silha, Leonard Kornos, Marcela Bodnarova, Peter Veres, Jozef Nedoroscik, Zuzana Mimovicova, Zuzana Krisandova, Jaromir Petrzala, Stefan Gajdos, Tomas Dobrovodsky, Peter Delincak, Zdenko Bartos, Ales Kucera, Jozef Vilagi.
Physical characteristics: Seventy-seven black stones with a thin fusion crust with the total weight 4.3 kg in the range of 0.5 g to 2.2 kg.
Petrography: Classification (D. Ozdin and P. Uher, CUB; J. Haloda, CzGS; P. Konecny, SGUDS) Thin sections show a recrystallized fine-grained granular texture. Chondrule commonly indistinct. Planar fractures in olivine and undulatory extinction of olivine and albite as well as opaque shock veins and locally melt pockets indicate a shock of S3.
Geochemistry: Olivine (Fa18.6) and low-Ca pyroxene (Fs16.6). Also present are diopside (Fs6Wo46), augite (Fs8-15Wo26-43), albite (Ab82An12Or6), chromite, chlorapatite, merrillite, troilite, kamacite, taenite and tetrataenite.
Classification: Ordinary chondrite, H5 (S3). Weathering grade is W0.
Specimens: 2190.0 g, 315.9 g, 249.0 g, 210.5 g, 193.6 g, 106.8 g; SAS; CUB.
"
495,12353,"Krähenberg",16500,"Valid","LL5",49.32694,7.46472,1869,"Fell",144,5,0,0,0,""
496,12355,"Krasnoi-Ugol",2440,"Valid","L6",54.03333,40.9,1829,"Fell",3,0,0,0,0,""
497,12357,"Krasnyi Klyuch",4000,"Valid","H5",54.33333,56.08333,1946,"Fell",6,1,0,1,0,""
498,12363,"Krutikha",845.2,"Valid","OC",56.8,77,1906,"Fell",5,0,0,0,0,"FALL OF
THE KRUTIKHA, USSR, STONY METEORITE
Name: KRUTIKHA
Place of
fall: Near the settlement of Krutikha,
Novosibirsk region, USSR. 
 56°48'N.,
77°0'E.
Date of fall: 1906-1907,
recognized 1981
Class and
type: Stone. Chondrite.
Number of
individual
 specimens: 1
Total weight: 845.2
g
Circumstances
of fall: The stone fell into the kitchen-garden of K.A. Kevvay
and was recovered by him. His son, G.K. Kevvay, gave the stone to the Academy
of Sciences of the USSR.
Source: R.L.
Khotinok, Committee on Meteorites, Academy of Sciences of the USSR, Moscow,
USSR.
"
499,12364,"Krymka",50000,"Valid","LL3.2",47.83333,30.76667,1946,"Fell",592,4,0,0,0,""
500,12368,"Kukschin",2250,"Valid","L6",51.15,31.7,1938,"Fell",3,0,0,0,0,""
501,12369,"Kulak",453.6,"Valid","L5",30.73111,66.80222000000001,1961,"Fell",34,0,0,1,0,"FALL OF THE KULAK, PAKISTAN, STONY METEORITE
Name: KULAK
Synonym: Kalak
Place of fall: At the village of Kulak, near Qilla Abdullah, district of Quetta-Pishin, West Pakistan.
30°43'52""N, 66°48'8""E.
Date of fall: March 25, 1961, at 5:30 p.m. (West Pakistan Standard Time).
Class and type: Stone. Olivine-hypersthene chondrite (L5).
Number of individual specimens: 2
Total weight: One specimen of 454 g and one of approximately equal size that has since been lost.
Circumstances of fall: Two stones were collected, one having fallen at the east of the village and the other at the west. There were no reports of sound or light effects produced by the fall. The one remaining stone is with the Geological Survey of Pakistan, and an 85g specimen from it is in the British Museum (Natural History).
Source: A. L. Graham. 1973. The Kulak Meteorite - An L5 Fall.Meteoritics 8, 181-183.
"
502,12370,"Kuleschovka",6000,"Valid","L6",50.75,33.5,1811,"Fell",3,0,0,0,0,""
503,12373,"Kulp",3719,"Valid","H6",41.11667,45,1906,"Fell",6,0,0,1,0,""
504,12377,"Kunashak",200000,"Valid","L6",55.78333,61.36667,1949,"Fell",229,12,0,0,0,"KUNASHAK,
Kunashak district, Cheljabinsk region, RSFSR; 0614,558.
Fall June 11,
1949, 8:14 local time. 
Stone; chondrite.
A meteorite
shower, about 20 specimens, total weight over 200 kg.
"
505,12379,"Kunya-Urgench","1.1e+06","Valid","H5",42.25,59.2,1998,"Fell",357,2,0,0,0,"Kunya-Urgench
Dashkhowus Velayat,
Turkmenistan 
Fell 1998 June 20,
17:25 local time 
Ordinary
chondrite (H5) 
A large bolide
was observed by people in several villages, and a loud whistling followed by a
crashing noise was heard. A large mass impacted 30–50 m from several farmers in
a cotton field, creating a 6 m wide, 4 m deep crater. A single stone weighing ~900 kg was recovered from the crater, and
1000–1100 kg was recovered in total.  Mineralogy and classification (O. Odekov,
Turk; S. Muhamed­nazarov, NHCT; A. Ivanov, Vernad):
olivine, Fa18.0; pyroxene, Fs15.9. Specimens: type
specimens, NHCT, Vernad; main mass, Turk. This meteorite
is also known by the name Saparmurat Turkmenbashy. 
"
506,12381,"Kushiike",4460,"Valid","OC",37.05,138.38333,1920,"Fell",5,1,0,0,0,""
507,12382,"Kusiali",5,"Valid","L6",29.68333,78.38333,1860,"Fell",9,0,0,0,0,""
508,12383,"Kutais",23,"Valid","H5",44.51667,39.3,1977,"Fell",8,0,0,0,0,"FALL OF
THE KUTAIS, USSR, STONY METEORITE
Name: KUTAIS
Place of
fall: Kutais village, Krasnodar district,
USSR.
 44°
31'N., 39° 18'E.
Date of fall: November
28, 1977, 0800 hrs.
Class and
type: Stone. Chondrite.
Number of
individual
 specimens: 1
Total weight: 23.04
g
Circumstances
of fall: An object fell with a loud whistling noise and struck
damp ground 1.5 m from Mr. Kornijenko. No bolide was seen. The stone arrived at
the Committee on Meteorites in April, 1978.
Source: Smithsonian
Institution SEAN Bulletin, 1978, 3, No. 6, 10. Dr. A.N. Simonenko, Committee on
Meteorites, Academy of Sciences, Moscow, USSR.
"
509,12384,"Kuttippuram",45000,"Valid","L6",10.83333,76.03333000000001,1914,"Fell",4,0,0,0,0,""
510,12385,"Kuznetzovo",4047,"Valid","L6",55.2,75.33333,1932,"Fell",54,3,0,0,0,""
511,12390,"Kyushu",45000,"Valid","L6",32.03333,130.63333,1886,"Fell",33,3,0,2,0,""
512,12392,"La Bécasse",2800,"Valid","L6",47.08333,1.75,1879,"Fell",6,2,0,0,0,""
513,12394,"La Charca",399,"Valid","OC",20.66667,-101.28333,1878,"Fell",3,0,0,0,0,""
514,12395,"La Colina",2000,"Valid","H5",-37.33333,-61.53333,1924,"Fell",3,0,0,0,0,""
515,12396,"La Criolla",45000,"Valid","L6",-31.23333,-58.16667,1985,"Fell",2830,17,0,0,0,"FALL OF
THE LA CRIOLLA, ARGENTINA, STONY METEORITE
Name: LA
CRIOLLA
Place of
fall: E. of Estancion La Criolla, 15 km WNW.
of Concordia, Entre Rios province, Argentina.
 31°14'S.,
58°10'W
Date of fall: 6
January, 1985, 1815 hrs.
Class and
type: Stone. Olivine-hypersthene chondrite (L6). 
Number of
individual
 specimens: Not
reported, but many.
Total weight: 35
kg, approximately
Circumstances
of fall: After a bright fireball and many detonations, tens of
meteorites fell over a 7 x 10 km ellipsoid area E. of Estancion La Criolla.
Three fragments recovered weighed 6.1 kg, 1.95 kg and 750 g.
Source: SEAN
Bulletin, 1985, 10, no. 2, 16. The 6.1 kg stone is now in Los Angeles, University of California.
"
516,12408,"Laborel",3833,"Valid","H5",44.28333,5.58333,1871,"Fell",2,0,0,0,0,""
517,12433,"Lahrauli",900,"Valid","Ureilite",26.78333,82.71666999999999,1955,"Fell",3,0,0,0,0,"FALL OF
THE LAHRAULI, INDIA, STONY METEORITE
Name: LAHRAULI
Synonym: Basti
Place of
fall: Lahrauli village, Basti district, Uttar
Pradesh, India.
 26°47'N.,
82°50'E.
Date of fall: March
24, 1955, at about 1100 hrs.
Class and
type: Stone. Achondrite, Ca-poor. Ureilite. Olivine
Fo74-85, total iron = 13.29%.
Number of
individual
 specimens: 1
Total weight: 900
g, approximately.
Circumstances
of fall: Not reported.
Source: N.
Bhandari (private communication). N. Bhandari and A.L. Graham, manuscript. See
also P.D. Malhotra, 1962. Rec. Geol. Surv. India 89, 479.
"
518,12434,"L'Aigle",37000,"Valid","L6",48.76667,0.6333299999999999,1803,"Fell",48600,97,0,0,0,""
519,12435,"Lakangaon",212.5,"Valid","Eucrite-mmict",21.86667,76.03333000000001,1910,"Fell",5,0,0,0,0,""
520,12451,"Lalitpur",372,"Valid","L6",24.45,78.56667,1887,"Fell",65,3,0,1,0,""
521,12455,"Lancé",51700,"Valid","CO3.5",47.7,1.06667,1872,"Fell",685,34,0,0,0,""
522,12456,"Lancon",7000,"Valid","H6",43.75,5.11667,1897,"Fell",7,0,0,0,0,""
523,12461,"Långhalsen",2300,"Valid","L6",58.85,16.73333,1947,"Fell",2,0,0,0,0,"LÅNGHALSEN,
Vrena, Södermanland; 58°51'N, 16°44'E. 
FALL,
February 6, 1947, 15 hrs. 15 min. Greenwich mean time. 
STONY,
chondrite.
1 specimen,
weighing 2.3 kg.
A stone,
accompanied by a whistling sound, fell on the ice of Lake Laughalsen and broke
into four fragment. The main mass is in Stock­holm.
"
524,12464,"Lanxi",1282,"Valid","L6",46.24167,126.19611,1986,"Fell",6,0,0,0,0,"Lanxi
Hongxing, Lanxi County, Heilongjiang , China 
Fell June 10, 1986, 1000 hrs 
Stone. Ordinary chondrite (L6).
A single mass weighing 1282 g was recovered by a farmer from
a flax field about 20 minutes after the fall (S. Wang, Purple Mountain
Observatory, Academia Sinica, Nanjing, China). Olivine analysis, Fa25,
classification, A. E. Rubin (1988) pers. comm. 
"
525,12465,"Lanzenkirchen",7000,"Valid","L4",47.75,16.23333,1925,"Fell",4,0,0,0,0,""
526,12466,"Laochenzhen",14250,"Valid","H5",33.13333,115.16667,1987,"Fell",5,0,0,0,0,"Laochenzhen
Shenqiu County, Henan Province, China 
Fell 23 February 1987, 0300 hr 
Stone. Ordinary chondrite (H5).
After detonations, a single mass weighing 14.25 kg fell in
Yangwa village of Laochenzhen town; classification, olivine Fa19.1, D. Wang,
Institute of Geochemistry, Academia Sinica, Guiyang, Guizhou, China, pers.
comm., 1989.
"
527,12740,"Launton",1060,"Valid","L6",51.9,-1.11667,1830,"Fell",332,15,0,1,0,""
